base_threshold,slope,min_threshold,min_base_length,max_expansion,require_raw_confirm,raw_margin,min_raw_threshold,policy,rows,promoted_count,improved_count,worsened_count,current_avg_abs_error,new_avg_abs_error,avg_abs_error_delta,current_under_count,new_under_count,current_over_count,new_over_count,true_long_count,true_long_improved_count,failed_true_long_count,failed_true_long_improved_count,short_promoted_count,current_pass_promoted_count,promoted_rate,improved_rate,worsened_rate,score,bucket_<=8_n,bucket_<=8_promoted,bucket_<=8_improved,bucket_<=8_worsened,bucket_9-12_n,bucket_9-12_promoted,bucket_9-12_improved,bucket_9-12_worsened,bucket_13-16_n,bucket_13-16_promoted,bucket_13-16_improved,bucket_13-16_worsened,bucket_17-24_n,bucket_17-24_promoted,bucket_17-24_improved,bucket_17-24_worsened,bucket_25+_n,bucket_25+_promoted,bucket_25+_improved,bucket_25+_worsened
0.97,0.06,0.9,12,1.5,False,0.05,0.75,base0p97_slope0p06_min0p9_minbase12_maxx1p5_noraw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.9,12,1.5,True,0.05,0.75,base0p97_slope0p06_min0p9_minbase12_maxx1p5_raw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.93,12,1.5,False,0.05,0.75,base0p97_slope0p06_min0p93_minbase12_maxx1p5_noraw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.93,12,1.5,True,0.05,0.75,base0p97_slope0p06_min0p93_minbase12_maxx1p5_raw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.85,12,1.5,False,0.05,0.75,base0p97_slope0p08_min0p85_minbase12_maxx1p5_noraw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.85,12,1.5,True,0.05,0.75,base0p97_slope0p08_min0p85_minbase12_maxx1p5_raw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.88,12,1.5,False,0.05,0.75,base0p97_slope0p08_min0p88_minbase12_maxx1p5_noraw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.88,12,1.5,True,0.05,0.75,base0p97_slope0p08_min0p88_minbase12_maxx1p5_raw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.9,12,1.5,False,0.05,0.75,base0p97_slope0p08_min0p9_minbase12_maxx1p5_noraw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.9,12,1.5,True,0.05,0.75,base0p97_slope0p08_min0p9_minbase12_maxx1p5_raw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.93,12,1.5,False,0.05,0.75,base0p97_slope0p08_min0p93_minbase12_maxx1p5_noraw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.93,12,1.5,True,0.05,0.75,base0p97_slope0p08_min0p93_minbase12_maxx1p5_raw,1033,9,1,8,3.006776379477251,3.021297192642788,0.014520813165537216,319,319,194,199,113,1,91,1,1,6,0.008712487899322363,0.000968054211035818,0.007744433688286544,-18,598,1,0,1,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.985,0.08,0.85,12,1.5,False,0.05,0.75,base0p985_slope0p08_min0p85_minbase12_maxx1p5_noraw,1033,6,0,6,3.006776379477251,3.020329138431752,0.013552758954501254,319,319,194,198,113,0,91,0,1,4,0.005808325266214908,0.0,0.005808325266214908,-19,598,1,0,1,232,1,0,1,90,4,0,4,82,0,0,0,31,0,0,0
0.985,0.08,0.85,12,1.5,True,0.05,0.75,base0p985_slope0p08_min0p85_minbase12_maxx1p5_raw,1033,6,0,6,3.006776379477251,3.020329138431752,0.013552758954501254,319,319,194,198,113,0,91,0,1,4,0.005808325266214908,0.0,0.005808325266214908,-19,598,1,0,1,232,1,0,1,90,4,0,4,82,0,0,0,31,0,0,0
0.985,0.08,0.88,12,1.5,False,0.05,0.75,base0p985_slope0p08_min0p88_minbase12_maxx1p5_noraw,1033,6,0,6,3.006776379477251,3.020329138431752,0.013552758954501254,319,319,194,198,113,0,91,0,1,4,0.005808325266214908,0.0,0.005808325266214908,-19,598,1,0,1,232,1,0,1,90,4,0,4,82,0,0,0,31,0,0,0
0.985,0.08,0.88,12,1.5,True,0.05,0.75,base0p985_slope0p08_min0p88_minbase12_maxx1p5_raw,1033,6,0,6,3.006776379477251,3.020329138431752,0.013552758954501254,319,319,194,198,113,0,91,0,1,4,0.005808325266214908,0.0,0.005808325266214908,-19,598,1,0,1,232,1,0,1,90,4,0,4,82,0,0,0,31,0,0,0
0.985,0.08,0.9,12,1.5,False,0.05,0.75,base0p985_slope0p08_min0p9_minbase12_maxx1p5_noraw,1033,6,0,6,3.006776379477251,3.020329138431752,0.013552758954501254,319,319,194,198,113,0,91,0,1,4,0.005808325266214908,0.0,0.005808325266214908,-19,598,1,0,1,232,1,0,1,90,4,0,4,82,0,0,0,31,0,0,0
0.985,0.08,0.9,12,1.5,True,0.05,0.75,base0p985_slope0p08_min0p9_minbase12_maxx1p5_raw,1033,6,0,6,3.006776379477251,3.020329138431752,0.013552758954501254,319,319,194,198,113,0,91,0,1,4,0.005808325266214908,0.0,0.005808325266214908,-19,598,1,0,1,232,1,0,1,90,4,0,4,82,0,0,0,31,0,0,0
0.985,0.08,0.93,12,1.5,False,0.05,0.75,base0p985_slope0p08_min0p93_minbase12_maxx1p5_noraw,1033,6,0,6,3.006776379477251,3.020329138431752,0.013552758954501254,319,319,194,198,113,0,91,0,1,4,0.005808325266214908,0.0,0.005808325266214908,-19,598,1,0,1,232,1,0,1,90,4,0,4,82,0,0,0,31,0,0,0
0.985,0.08,0.93,12,1.5,True,0.05,0.75,base0p985_slope0p08_min0p93_minbase12_maxx1p5_raw,1033,6,0,6,3.006776379477251,3.020329138431752,0.013552758954501254,319,319,194,198,113,0,91,0,1,4,0.005808325266214908,0.0,0.005808325266214908,-19,598,1,0,1,232,1,0,1,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.08,0.85,12,2.0,False,0.05,0.75,base0p97_slope0p08_min0p85_minbase12_maxx2_noraw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.85,12,2.0,True,0.05,0.75,base0p97_slope0p08_min0p85_minbase12_maxx2_raw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.85,12,3.0,False,0.05,0.75,base0p97_slope0p08_min0p85_minbase12_maxx3_noraw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.85,12,3.0,True,0.05,0.75,base0p97_slope0p08_min0p85_minbase12_maxx3_raw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.88,12,2.0,False,0.05,0.75,base0p97_slope0p08_min0p88_minbase12_maxx2_noraw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.88,12,2.0,True,0.05,0.75,base0p97_slope0p08_min0p88_minbase12_maxx2_raw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.88,12,3.0,False,0.05,0.75,base0p97_slope0p08_min0p88_minbase12_maxx3_noraw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.88,12,3.0,True,0.05,0.75,base0p97_slope0p08_min0p88_minbase12_maxx3_raw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.9,12,2.0,False,0.05,0.75,base0p97_slope0p08_min0p9_minbase12_maxx2_noraw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.9,12,2.0,True,0.05,0.75,base0p97_slope0p08_min0p9_minbase12_maxx2_raw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.9,12,3.0,False,0.05,0.75,base0p97_slope0p08_min0p9_minbase12_maxx3_noraw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.08,0.9,12,3.0,True,0.05,0.75,base0p97_slope0p08_min0p9_minbase12_maxx3_raw,1033,11,2,9,3.006776379477251,3.0232333010648595,0.016456921587608697,319,319,194,199,113,2,91,1,2,8,0.010648596321393998,0.001936108422071636,0.008712487899322363,-22,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,1,1,0
0.97,0.02,0.85,12,1.5,False,0.05,0.75,base0p97_slope0p02_min0p85_minbase12_maxx1p5_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.85,12,1.5,True,0.05,0.75,base0p97_slope0p02_min0p85_minbase12_maxx1p5_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.85,12,2.0,False,0.05,0.75,base0p97_slope0p02_min0p85_minbase12_maxx2_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.85,12,2.0,True,0.05,0.75,base0p97_slope0p02_min0p85_minbase12_maxx2_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.85,12,3.0,False,0.05,0.75,base0p97_slope0p02_min0p85_minbase12_maxx3_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.85,12,3.0,True,0.05,0.75,base0p97_slope0p02_min0p85_minbase12_maxx3_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.88,12,1.5,False,0.05,0.75,base0p97_slope0p02_min0p88_minbase12_maxx1p5_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.88,12,1.5,True,0.05,0.75,base0p97_slope0p02_min0p88_minbase12_maxx1p5_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.88,12,2.0,False,0.05,0.75,base0p97_slope0p02_min0p88_minbase12_maxx2_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.88,12,2.0,True,0.05,0.75,base0p97_slope0p02_min0p88_minbase12_maxx2_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.88,12,3.0,False,0.05,0.75,base0p97_slope0p02_min0p88_minbase12_maxx3_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.88,12,3.0,True,0.05,0.75,base0p97_slope0p02_min0p88_minbase12_maxx3_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.9,12,1.5,False,0.05,0.75,base0p97_slope0p02_min0p9_minbase12_maxx1p5_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.9,12,1.5,True,0.05,0.75,base0p97_slope0p02_min0p9_minbase12_maxx1p5_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.9,12,2.0,False,0.05,0.75,base0p97_slope0p02_min0p9_minbase12_maxx2_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.9,12,2.0,True,0.05,0.75,base0p97_slope0p02_min0p9_minbase12_maxx2_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.9,12,3.0,False,0.05,0.75,base0p97_slope0p02_min0p9_minbase12_maxx3_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.9,12,3.0,True,0.05,0.75,base0p97_slope0p02_min0p9_minbase12_maxx3_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.93,12,1.5,False,0.05,0.75,base0p97_slope0p02_min0p93_minbase12_maxx1p5_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.93,12,1.5,True,0.05,0.75,base0p97_slope0p02_min0p93_minbase12_maxx1p5_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.93,12,2.0,False,0.05,0.75,base0p97_slope0p02_min0p93_minbase12_maxx2_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.93,12,2.0,True,0.05,0.75,base0p97_slope0p02_min0p93_minbase12_maxx2_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.93,12,3.0,False,0.05,0.75,base0p97_slope0p02_min0p93_minbase12_maxx3_noraw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.02,0.93,12,3.0,True,0.05,0.75,base0p97_slope0p02_min0p93_minbase12_maxx3_raw,1033,7,0,7,3.006776379477251,3.0164569215876087,0.009680542110357848,319,319,194,198,113,0,91,0,1,6,0.006776379477250726,0.0,0.006776379477250726,-23,598,1,0,1,232,2,0,2,90,4,0,4,82,0,0,0,31,0,0,0
0.97,0.06,0.85,12,2.0,False,0.05,0.75,base0p97_slope0p06_min0p85_minbase12_maxx2_noraw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.85,12,2.0,True,0.05,0.75,base0p97_slope0p06_min0p85_minbase12_maxx2_raw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.85,12,3.0,False,0.05,0.75,base0p97_slope0p06_min0p85_minbase12_maxx3_noraw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.85,12,3.0,True,0.05,0.75,base0p97_slope0p06_min0p85_minbase12_maxx3_raw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.88,12,2.0,False,0.05,0.75,base0p97_slope0p06_min0p88_minbase12_maxx2_noraw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.88,12,2.0,True,0.05,0.75,base0p97_slope0p06_min0p88_minbase12_maxx2_raw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.88,12,3.0,False,0.05,0.75,base0p97_slope0p06_min0p88_minbase12_maxx3_noraw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.88,12,3.0,True,0.05,0.75,base0p97_slope0p06_min0p88_minbase12_maxx3_raw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.9,12,2.0,False,0.05,0.75,base0p97_slope0p06_min0p9_minbase12_maxx2_noraw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.9,12,2.0,True,0.05,0.75,base0p97_slope0p06_min0p9_minbase12_maxx2_raw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.9,12,3.0,False,0.05,0.75,base0p97_slope0p06_min0p9_minbase12_maxx3_noraw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.9,12,3.0,True,0.05,0.75,base0p97_slope0p06_min0p9_minbase12_maxx3_raw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.93,12,2.0,False,0.05,0.75,base0p97_slope0p06_min0p93_minbase12_maxx2_noraw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.93,12,2.0,True,0.05,0.75,base0p97_slope0p06_min0p93_minbase12_maxx2_raw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.93,12,3.0,False,0.05,0.75,base0p97_slope0p06_min0p93_minbase12_maxx3_noraw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.06,0.93,12,3.0,True,0.05,0.75,base0p97_slope0p06_min0p93_minbase12_maxx3_raw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.93,12,2.0,False,0.05,0.75,base0p97_slope0p08_min0p93_minbase12_maxx2_noraw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.93,12,2.0,True,0.05,0.75,base0p97_slope0p08_min0p93_minbase12_maxx2_raw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
0.97,0.08,0.93,12,3.0,False,0.05,0.75,base0p97_slope0p08_min0p93_minbase12_maxx3_noraw,1033,10,1,9,3.006776379477251,3.032913843175218,0.02613746369796699,319,319,194,199,113,1,91,1,2,7,0.00968054211035818,0.000968054211035818,0.008712487899322363,-24,598,2,0,2,232,2,0,2,90,5,0,5,82,1,1,0,31,0,0,0
